2000
5
0,0,0,0,0,0.35899,0
0,0,0,0,1,0.62747,0
0,0,0,0,2,0.45709,0
0,0,0,0,3,0.49720,0
0,0,0,0,4,0.83665,0
0,0,0,1,0,0.10344,0
0,0,0,1,1,0.63986,0
0,0,0,1,2,0.58362,0
0,0,0,1,3,0.15278,0
0,0,0,1,4,0.72452,0
0,0,0,2,0,0.47085,0
0,0,0,2,1,0.84460,0
0,0,0,2,2,0.25710,0
0,0,0,2,3,0.16758,0
0,0,0,2,4,0.04424,0
0,0,0,3,0,0.74400,0
0,0,0,3,1,0.61493,0
0,0,0,3,2,0.36600,0
0,0,0,3,3,0.73392,0
0,0,0,3,4,0.37823,0
0,0,1,0,0,0.88692,0
0,0,1,0,1,0.77610,0
0,0,1,0,2,0.20445,0
0,0,1,0,3,0.60442,0
0,0,1,0,4,0.68214,0
0,0,1,1,0,0.91769,0
0,0,1,1,1,0.43321,0
0,0,1,1,2,0.57171,0
0,0,1,1,3,0.57260,0
0,0,1,1,4,1.74367,2
0,0,1,2,0,0.49865,0
0,0,1,2,1,0.15023,0
0,0,1,2,2,0.63678,0
0,0,1,2,3,0.52805,0
0,0,1,2,4,0.98460,0
0,0,1,3,0,0.32202,17
0,0,1,3,1,-0.10458,6
0,0,1,3,2,1.51338,2
0,0,1,3,3,0.72662,0
0,0,1,3,4,0.09025,0
0,0,2,0,0,0.75892,0
0,0,2,0,1,0.79324,0
0,0,2,0,2,0.28324,0
0,0,2,0,3,0.42001,0
0,0,2,0,4,0.12876,0
0,0,2,1,0,0.96159,0
0,0,2,1,1,0.58754,1
0,0,2,1,2,0.36810,0
0,0,2,1,3,1.00103,6
0,0,2,1,4,0.71763,0
0,0,2,2,0,-0.58404,7
0,0,2,2,1,0.12363,11
0,0,2,2,2,0.14705,1
0,0,2,2,3,0.14943,0
0,0,2,2,4,-0.58337,8
0,0,2,3,0,0.22515,5
0,0,2,3,1,-0.22177,47
0,0,2,3,2,1.15173,4
0,0,2,3,3,1.46267,1
0,0,2,3,4,-0.00690,4
0,0,3,0,0,0.68287,0
0,0,3,0,1,0.15741,0
0,0,3,0,2,0.42224,0
0,0,3,0,3,0.42848,0
0,0,3,0,4,0.09069,0
0,0,3,1,0,0.21478,0
0,0,3,1,1,0.15164,0
0,0,3,1,2,0.84355,0
0,0,3,1,3,0.13241,0
0,0,3,1,4,0.42257,0
0,0,3,2,0,-0.09300,7
0,0,3,2,1,0.10034,6
0,0,3,2,2,-0.44619,14
0,0,3,2,3,0.35176,1
0,0,3,2,4,-0.30393,28
0,0,3,3,0,-0.57061,23
0,0,3,3,1,0.05311,0
0,0,3,3,2,0.69756,4
0,0,3,3,3,1.59077,6
0,0,3,3,4,0.58461,2
0,0,4,0,0,0.42594,0
0,0,4,0,1,0.20601,0
0,0,4,0,2,0.82614,0
0,0,4,0,3,0.96996,0
0,0,4,0,4,0.47986,0
0,0,4,1,0,-0.71582,5
0,0,4,1,1,-0.50967,8
0,0,4,1,2,0.31821,0
0,0,4,1,3,0.57814,0
0,0,4,1,4,-0.89790,4
0,0,4,2,0,0.98083,8
0,0,4,2,1,1.02663,3
0,0,4,2,2,0.47947,11
0,0,4,2,3,0.39822,9
0,0,4,2,4,0.34627,4
0,0,4,3,0,-0.14838,28
0,0,4,3,1,-0.93292,9
0,0,4,3,2,-0.12952,24
0,0,4,3,3,-0.70008,17
0,0,4,3,4,-0.08067,9
0,1,0,0,0,3.97126,15
0,1,0,0,1,3.88507,17
0,1,0,0,2,3.90341,8
0,1,0,0,3,3.91707,11
0,1,0,0,4,3.22068,35
0,1,0,1,0,4.20507,428
0,1,0,1,1,3.06239,112
0,1,0,1,2,3.99804,107
0,1,0,1,3,3.24991,111
0,1,0,1,4,3.99989,310
0,1,0,2,0,-0.11748,244
0,1,0,2,1,3.98735,134
0,1,0,2,2,3.98751,115
0,1,0,2,3,3.88064,121
0,1,0,2,4,2.79641,330
0,1,0,3,0,-1.04393,2102
0,1,0,3,1,-1.29904,143
0,1,0,3,2,0.26660,93
0,1,0,3,3,-0.20642,171
0,1,0,3,4,-1.22524,283
0,1,1,0,0,-0.47034,9
0,1,1,0,1,-0.38104,8
0,1,1,0,2,-0.71280,5
0,1,1,0,3,-0.37374,5
0,1,1,0,4,-0.77068,17
0,1,1,1,0,0.24035,45
0,1,1,1,1,-1.51255,74
0,1,1,1,2,-1.52353,49
0,1,1,1,3,-0.19479,118
0,1,1,1,4,-0.32030,233
0,1,1,2,0,-0.98589,69
0,1,1,2,1,-0.99698,78
0,1,1,2,2,-0.71601,60
0,1,1,2,3,-1.11442,306
0,1,1,2,4,-1.09804,410
0,1,1,3,0,0.00041,109
0,1,1,3,1,-0.03981,278
0,1,1,3,2,0.18967,112
0,1,1,3,3,-0.20658,650
0,1,1,3,4,0.96124,734
0,1,2,0,0,-1.03044,74
0,1,2,0,1,-1.24979,28
0,1,2,0,2,-0.92711,47
